Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_166043_20000926_20161213_01_T1,LT51660432000270XXX02,2000/09/26,LANDSAT_5,T1,1,, 166, 043,2016/12/13,2000:270:07:01:47.3357500,2000:270:07:02:14.4502500,XXX,DAY,0,0,238,4,3.019,1.934,2.318,N,,9,N,LPGS_12.8.2,FULL,53.53366707,131.53994012,TM_L1TP,TM,PREDICTIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'22.57"N,45°53'51.86"E,25°28'42.31"N,45°10'59.70"E,25°12'52.42"N,46°59'52.37"E,23°53'26.77"N,44°48'30.42"E,23°37'48.43"N,46°36'03.96"E,24.55627,45.89774,25.47842,45.18325,25.21456,46.99788,23.89077,44.80845,23.63012,46.6011,LT05_L1TP_166043_20000926_20161213_01_T1,LT51660432000270XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000270XXX02
LT05_L1TP_165043_20000919_20180923_01_T1,LT51650432000263RSA00,2000/09/19,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/23,2000:263:06:55:28.7576300,2000:263:06:55:55.8716300,RSA,DAY,0,0,208,4,4.29,3.004,3.062,N,,9,N,LPGS_13.1.0,FULL,55.0266316,127.48653703,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'31.75"N,47°26'48.41"E,25°28'51.49"N,46°43'56.17"E,25°13'01.60"N,48°32'48.98"E,23°53'35.95"N,46°21'26.89"E,23°37'57.61"N,48°09'00.54"E,24.55882,47.44678,25.48097,46.73227,25.21711,48.54694,23.89332,46.35747,23.63267,48.15015,LT05_L1TP_165043_20000919_20180923_01_T1,LT51650432000263RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000263RSA00
LT05_L1TP_166043_20000910_20180922_01_T1,LT51660432000254RSA00,2000/09/10,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/22,2000:254:07:01:36.9430000,2000:254:07:02:04.0568800,RSA,DAY,0,0,242,4,2.613,1.672,2.008,N,,9,N,LPGS_13.1.0,FULL,56.68776548,121.88353879,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'38.45"N,45°52'23.70"E,25°28'58.19"N,45°09'31.43"E,25°13'08.26"N,46°58'24.35"E,23°53'42.68"N,44°47'02.15"E,23°38'04.31"N,46°34'35.87"E,24.56068,45.87325,25.48283,45.15873,25.21896,46.97343,23.89519,44.78393,23.63453,46.57663,LT05_L1TP_166043_20000910_20180922_01_T1,LT51660432000254RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000254RSA00
LT05_L1TP_165043_20000903_20161213_01_T1,LT51650432000247XXX03,2000/09/03,LANDSAT_5,T1,1,, 165, 043,2016/12/13,2000:247:06:55:17.8442500,2000:247:06:55:44.9578800,XXX,DAY,0,0,169,4,4.597,3.465,3.021,N,,9,N,LPGS_12.8.2,FULL,57.78072739,117.33435992,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'32.98"N,47°25'16.21"E,25°28'52.72"N,46°42'23.98"E,25°13'02.82"N,48°31'16.82"E,23°53'37.21"N,46°19'54.70"E,23°37'58.84"N,48°07'28.34"E,24.55916,47.42117,25.48131,46.70666,25.21745,48.52134,23.89367,46.33186,23.63301,48.12454,LT05_L1TP_165043_20000903_20161213_01_T1,LT51650432000247XXX03,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000247XXX03
LT05_L1TP_166043_20000825_20161213_01_T1,LT51660432000238XXX02,2000/08/25,LANDSAT_5,T1,1,, 166, 043,2016/12/13,2000:238:07:01:13.4243100,2000:238:07:01:40.5376900,XXX,DAY,0,0,242,4,3.004,1.974,2.264,N,,9,N,LPGS_12.8.2,FULL,58.93311624,111.44624533,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'29.45"N,45°53'56.33"E,25°28'49.19"N,45°11'04.13"E,25°12'59.29"N,46°59'56.90"E,23°53'33.65"N,44°48'34.85"E,23°37'55.31"N,46°36'08.42"E,24.55818,45.89898,25.48033,45.18448,25.21647,46.99914,23.89268,44.80968,23.63203,46.60234,LT05_L1TP_166043_20000825_20161213_01_T1,LT51660432000238XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000238XXX02
LT05_L1TP_165043_20000818_20161213_01_T1,LT51650432000231XXX02,2000/08/18,LANDSAT_5,T1,1,, 165, 043,2016/12/13,2000:231:06:54:55.8466300,2000:231:06:55:22.9595600,XXX,DAY,0,0,155,4,5.16,4.07,3.172,N,,9,N,LPGS_12.8.2,FULL,59.65341033,106.96577064,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'15.73"N,47°26'13.20"E,25°28'35.47"N,46°43'21.07"E,25°12'45.58"N,48°32'13.63"E,23°53'19.93"N,46°20'51.83"E,23°37'41.59"N,48°08'25.26"E,24.55437,47.437,25.47652,46.72252,25.21266,48.53712,23.88887,46.34773,23.62822,48.14035,LT05_L1TP_165043_20000818_20161213_01_T1,LT51650432000231XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000231XXX02
LT05_L1TP_165043_20000802_20180910_01_T1,LT51650432000215RSA00,2000/08/02,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/10,2000:215:06:54:28.2143100,2000:215:06:54:55.3267500,RSA,DAY,1,1,133,4,6.619,5.829,3.136,N,,9,N,LPGS_13.1.0,FULL,60.86312568,97.7186507,TM_L1TP,TM,PREDICTIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°32'59.35"N,47°28'20.03"E,25°28'19.06"N,46°45'27.97"E,25°12'29.23"N,48°34'20.32"E,23°53'03.52"N,46°22'58.80"E,23°37'25.25"N,48°10'32.02"E,24.54982,47.47223,25.47196,46.75777,25.20812,48.57231,23.88431,46.383,23.62368,48.17556,LT05_L1TP_165043_20000802_20180910_01_T1,LT51650432000215RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000215RSA00
LT05_L1TP_166043_20000724_20180720_01_T1,LT51660432000206RSA00,2000/07/24,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/20,2000:206:07:00:31.9193100,2000:206:07:00:59.0311900,RSA,DAY,0,0,223,4,3.389,2.53,2.255,N,,9,N,LPGS_13.1.0,FULL,61.39072508,93.46482332,TM_L1TP,TM,PREDICTIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'13.93"N,45°54'46.66"E,25°28'33.67"N,45°11'54.53"E,25°12'43.78"N,47°00'47.09"E,23°53'18.13"N,44°49'25.32"E,23°37'39.79"N,46°36'58.72"E,24.55387,45.91296,25.47602,45.19848,25.21216,47.01308,23.88837,44.8237,23.62772,46.61631,LT05_L1TP_166043_20000724_20180720_01_T1,LT51660432000206RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000206RSA00
LT05_L1TP_165043_20000717_20161214_01_T1,LT51650432000199AAA01,2000/07/17,LANDSAT_5,T1,1,, 165, 043,2016/12/14,2000:199:06:54:17.4453800,2000:199:06:54:44.5578100,AAA,DAY,0,0,176,4,10.798,10.268,3.342,N,,9,N,LPGS_12.8.2,FULL,61.75857154,90.74462892,TM_L1TP,TM,PREDICTIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'20.41"N,47°26'11.15"E,25°28'40.15"N,46°43'18.98"E,25°12'50.26"N,48°32'11.62"E,23°53'24.61"N,46°20'49.74"E,23°37'46.27"N,48°08'23.21"E,24.55567,47.43643,25.47782,46.72194,25.21396,48.53656,23.89017,46.34715,23.62952,48.13978,LT05_L1TP_165043_20000717_20161214_01_T1,LT51650432000199AAA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000199AAA01
LT05_L1TP_166043_20000708_20180919_01_T1,LT51660432000190RSA00,2000/07/08,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/19,2000:190:07:00:17.8426900,2000:190:07:00:44.9536900,RSA,DAY,1,1,214,4,3.735,2.73,2.549,N,,9,N,LPGS_13.1.0,FULL,62.22232568,88.12691645,TM_L1TP,TM,PREDICTIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'25.49"N,45°53'20.36"E,25°28'45.23"N,45°10'28.16"E,25°12'55.33"N,46°59'20.90"E,23°53'29.69"N,44°47'58.92"E,23°37'51.35"N,46°35'32.46"E,24.55708,45.88899,25.47923,45.17449,25.21537,46.98914,23.89158,44.7997,23.63093,46.59235,LT05_L1TP_166043_20000708_20180919_01_T1,LT51660432000190RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000190RSA00
LT05_L1TP_165043_20000701_20161214_01_T2,LT51650432000183AAA02,2000/07/01,LANDSAT_5,T2,1,, 165, 043,2016/12/14,2000:183:06:53:58.8286300,2000:183:06:54:25.9393100,AAA,DAY,0,0,169,4,12.678,12.204,3.433,N,,9,N,LPGS_12.8.2,FULL,62.57580893,86.83140428,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000701_20000930_01.03,24°33'27.43"N,47°25'45.23"E,25°28'47.17"N,46°42'53.03"E,25°12'57.28"N,48°31'45.77"E,23°53'31.63"N,46°20'23.75"E,23°37'53.29"N,48°07'57.32"E,24.55762,47.42923,25.47977,46.71473,25.21591,48.52938,23.89212,46.33993,23.63147,48.13259,LT05_L1TP_165043_20000701_20161214_01_T2,LT51650432000183AAA02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000183AAA02
LT05_L1TP_166043_20000622_20180930_01_T1,LT51660432000174RSA02,2000/06/22,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/30,2000:174:06:59:56.2090600,2000:174:07:00:23.3193800,RSA,DAY,0,0,202,4,3.896,2.862,2.643,N,,9,N,LPGS_13.1.0,FULL,63.00965025,86.20707272,TM_L1TP,TM,DEFINITIVE,7061,7781,7061,7781,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000401_20000630_01.03,24°33'47.23"N,45°53'33.86"E,25°29'06.97"N,45°10'41.56"E,25°13'17.04"N,46°59'34.58"E,23°53'51.47"N,44°48'12.20"E,23°38'13.06"N,46°35'46.07"E,24.56312,45.89274,25.48527,45.17821,25.2214,46.99294,23.89763,44.80339,23.63696,46.59613,LT05_L1TP_166043_20000622_20180930_01_T1,LT51660432000174RSA02,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000174RSA02
LT05_L1TP_165043_20000615_20161215_01_T2,LT51650432000167XXX02,2000/06/15,LANDSAT_5,T2,1,, 165, 043,2016/12/15,2000:167:06:53:35.6843800,2000:167:06:54:02.7945000,XXX,DAY,0,0,169,4,12.909,12.436,3.464,N,,9,N,LPGS_12.8.2,FULL,63.30221663,86.54527136,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000401_20000630_01.03,24°33'37.94"N,47°26'23.17"E,25°28'57.68"N,46°43'30.94"E,25°13'07.75"N,48°32'23.82"E,23°53'42.18"N,46°21'01.62"E,23°38'03.80"N,48°08'35.34"E,24.56054,47.43977,25.48269,46.72526,25.21882,48.53995,23.89505,46.35045,23.63439,48.14315,LT05_L1TP_165043_20000615_20161215_01_T2,LT51650432000167XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000167XXX02
LT05_L1TP_166043_20000606_20180913_01_T1,LT51660432000158RSA03,2000/06/06,LANDSAT_5,T1,1,SAM, 166, 043,2018/09/13,2000:158:06:59:35.6196900,2000:158:07:00:02.7293800,RSA,DAY,0,0,213,4,9.65,9.32,2.501,N,,9,N,LPGS_13.1.0,FULL,63.56603691,88.06810349,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000401_20000630_01.03,24°33'26.21"N,45°53'23.82"E,25°28'45.95"N,45°10'31.62"E,25°12'56.05"N,46°59'24.36"E,23°53'30.41"N,44°48'02.38"E,23°37'52.07"N,46°35'35.92"E,24.55728,45.88995,25.47943,45.17545,25.21557,46.9901,23.89178,44.80066,23.63113,46.59331,LT05_L1TP_166043_20000606_20180913_01_T1,LT51660432000158RSA03,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000158RSA03
LT05_L1TP_165043_20000530_20161214_01_T1,LT51650432000151AAA02,2000/05/30,LANDSAT_5,T1,1,, 165, 043,2016/12/14,2000:151:06:53:15.3278800,2000:151:06:53:42.4373800,AAA,DAY,0,0,162,4,10.693,10.174,3.291,N,,9,N,LPGS_12.8.2,FULL,63.62961903,90.07742436,TM_L1TP,TM,DEFINITIVE,7001,7721,7001,7721,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000401_20000630_01.03,24°33'29.23"N,47°26'08.45"E,25°28'48.97"N,46°43'16.25"E,25°12'59.08"N,48°32'09.02"E,23°53'33.43"N,46°20'46.97"E,23°37'55.09"N,48°08'20.54"E,24.55812,47.43568,25.48027,46.72118,25.21641,48.53584,23.89262,46.34638,23.63197,48.13904,LT05_L1TP_165043_20000530_20161214_01_T1,LT51650432000151AAA02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000151AAA02
LT05_L1TP_166043_20000521_20161214_01_T1,LT51660432000142XXX02,2000/05/21,LANDSAT_5,T1,1,, 166, 043,2016/12/14,2000:142:06:59:14.2654400,2000:142:06:59:41.3743800,XXX,DAY,0,0,209,4,3.85,2.97,2.45,N,,9,N,LPGS_12.8.2,FULL,63.44733655,93.59037876,TM_L1TP,TM,DEFINITIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000401_20000630_01.03,24°33'40.50"N,45°53'22.92"E,25°29'00.24"N,45°10'30.65"E,25°13'10.31"N,46°59'23.60"E,23°53'44.74"N,44°48'01.33"E,23°38'06.36"N,46°35'35.09"E,24.56125,45.8897,25.4834,45.17518,25.21953,46.98989,23.89576,44.80037,23.6351,46.59308,LT05_L1TP_166043_20000521_20161214_01_T1,LT51660432000142XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000142XXX02
LT05_L1TP_165043_20000514_20180915_01_T1,LT51650432000135RSA02,2000/05/14,LANDSAT_5,T1,1,SAM, 165, 043,2018/09/15,2000:135:06:53:00.5686300,2000:135:06:53:27.6773800,RSA,DAY,22,22,113,4,7.822,7.231,2.982,N,,9,N,LPGS_13.1.0,FULL,63.04239974,96.90669752,TM_L1TP,TM,DEFINITIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000401_20000630_01.03,24°33'58.46"N,47°24'28.48"E,25°29'18.24"N,46°41'36.13"E,25°13'28.27"N,48°30'29.30"E,23°54'02.70"N,46°19'06.74"E,23°38'24.29"N,48°06'40.72"E,24.56624,47.40791,25.4884,46.69337,25.22452,48.50814,23.90075,46.31854,23.64008,48.11131,LT05_L1TP_165043_20000514_20180915_01_T1,LT51650432000135RSA02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000135RSA02
LT05_L1TP_166043_20000505_20161214_01_T1,LT51660432000126XXX01,2000/05/05,LANDSAT_5,T1,1,, 166, 043,2016/12/14,2000:126:06:58:58.5570600,2000:126:06:59:25.6656300,XXX,DAY,3,3,187,4,3.743,2.785,2.501,N,,9,N,LPGS_12.8.2,FULL,62.12342657,101.63200971,TM_L1TP,TM,DEFINITIVE,7051,7761,7051,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000401_20000630_01.03,24°34'02.24"N,45°51'50.58"E,25°29'22.02"N,45°08'58.20"E,25°13'32.02"N,46°57'51.44"E,23°54'06.48"N,44°46'28.81"E,23°38'28.07"N,46°34'02.86"E,24.56729,45.86405,25.48945,45.1495,25.22556,46.96429,23.9018,44.77467,23.64113,46.56746,LT05_L1TP_166043_20000505_20161214_01_T1,LT51660432000126XXX01,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000126XXX01
LT05_L1TP_165043_20000327_20161216_01_T1,LT51650432000087XXX02,2000/03/27,LANDSAT_5,T1,1,, 165, 043,2016/12/16,2000:087:06:51:32.8082500,2000:087:06:51:59.9145000,XXX,DAY,9,9,160,4,5.54,4.589,3.104,N,,9,N,LPGS_12.8.2,FULL,53.06982437,121.33157586,TM_L1TP,TM,PREDICTIVE,6991,7711,6991,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°33'00.25"N,47°28'44.83"E,25°28'19.96"N,46°45'52.78"E,25°12'30.13"N,48°34'45.12"E,23°53'04.45"N,46°23'23.60"E,23°37'26.15"N,48°10'56.82"E,24.55007,47.47912,25.47221,46.76466,25.20837,48.5792,23.88457,46.38989,23.62393,48.18245,LT05_L1TP_165043_20000327_20161216_01_T1,LT51650432000087XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000087XXX02
LT05_L1TP_166043_20000318_20180627_01_T1,LT51660432000078RSA03,2000/03/18,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/27,2000:078:06:57:19.4005000,2000:078:06:57:46.5061900,RSA,DAY,0,0,226,4,3.52,2.186,2.759,N,,9,N,LPGS_13.1.0,FULL,50.21804758,124.90542307,TM_L1TP,TM,PREDICTIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°32'29.08"N,45°58'34.32"E,25°27'48.78"N,45°15'42.41"E,25°11'58.99"N,47°04'34.32"E,23°52'33.24"N,44°53'13.38"E,23°36'54.97"N,46°40'46.16"E,24.54141,45.9762,25.46355,45.26178,25.19972,47.0762,23.8759,44.88705,23.61527,46.67949,LT05_L1TP_166043_20000318_20180627_01_T1,LT51660432000078RSA03,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000078RSA03
LT05_L1TP_165043_20000311_20180627_01_T1,LT51650432000071RSA00,2000/03/11,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/27,2000:071:06:50:46.8105600,2000:071:06:51:13.9153800,RSA,DAY,0,0,209,4,4.224,3.001,2.973,N,,9,N,LPGS_13.1.0,FULL,47.95560283,127.44016949,TM_L1TP,TM,PREDICTIVE,7001,7711,7001,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°31'45.88"N,47°33'45.11"E,25°27'05.54"N,46°50'53.41"E,25°11'15.86"N,48°39'44.71"E,23°51'49.97"N,46°28'24.53"E,23°36'11.81"N,48°15'56.77"E,24.52941,47.56253,25.45154,46.84817,25.18774,48.66242,23.86388,46.47348,23.60328,48.26577,LT05_L1TP_165043_20000311_20180627_01_T1,LT51650432000071RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000071RSA00
LT05_L1TP_166043_20000302_20180806_01_T1,LT51660432000062RSA00,2000/03/02,LANDSAT_5,T1,1,SAM, 166, 043,2018/08/06,2000:062:06:56:43.8705600,2000:062:06:57:10.9747500,RSA,DAY,0,0,214,4,3.704,2.296,2.907,N,,9,N,LPGS_13.1.0,FULL,45.07795386,130.45354171,TM_L1TP,TM,PREDICTIVE,7051,7771,7051,7771,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°31'55.70"N,46°00'58.82"E,25°27'15.37"N,45°18'07.09"E,25°11'25.66"N,47°06'58.50"E,23°51'59.83"N,44°55'38.17"E,23°36'21.64"N,46°43'10.52"E,24.53214,46.01634,25.45427,45.30197,25.19046,47.11625,23.86662,44.92727,23.60601,46.71959,LT05_L1TP_166043_20000302_20180806_01_T1,LT51660432000062RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000062RSA00
LT05_L1TP_165043_20000224_20161215_01_T1,LT51650432000055AAA02,2000/02/24,LANDSAT_5,T1,1,, 165, 043,2016/12/15,2000:055:06:50:46.2253100,2000:055:06:51:13.3287500,AAA,DAY,39,39,168,4,3.763,2.259,3.009,N,,9,N,LPGS_12.8.2,FULL,42.88269914,132.59710476,TM_L1TP,TM,PREDICTIVE,6981,7711,6981,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°33'33.44"N,47°25'08.65"E,25°28'53.18"N,46°42'16.42"E,25°13'03.29"N,48°31'09.26"E,23°53'37.68"N,46°19'47.14"E,23°37'59.30"N,48°07'20.78"E,24.55929,47.41907,25.48144,46.70456,25.21758,48.51924,23.8938,46.32976,23.63314,48.12244,LT05_L1TP_165043_20000224_20161215_01_T1,LT51650432000055AAA02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000055AAA02
LT05_L1TP_166043_20000215_20161216_01_T1,LT51660432000046XXX03,2000/02/15,LANDSAT_5,T1,1,, 166, 043,2016/12/16,2000:046:06:57:20.2311300,2000:046:06:57:47.3335600,XXX,DAY,15,15,142,4,4.057,2.551,3.154,N,,9,N,LPGS_12.8.2,FULL,40.39677551,135.31916928,TM_L1TP,TM,PREDICTIVE,7051,7751,7051,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°34'24.56"N,45°50'32.17"E,25°29'44.34"N,45°07'39.68"E,25°13'54.34"N,46°56'33.25"E,23°54'28.84"N,44°45'10.19"E,23°38'50.35"N,46°32'44.52"E,24.57349,45.84227,25.49565,45.12769,25.23176,46.94257,23.90801,44.75283,23.64732,46.5457,LT05_L1TP_166043_20000215_20161216_01_T1,LT51660432000046XXX03,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000046XXX03
LT05_L1TP_165043_20000208_20161215_01_T1,LT51650432000039XXX02,2000/02/08,LANDSAT_5,T1,1,, 165, 043,2016/12/15,2000:039:06:51:22.7454400,2000:039:06:51:49.8578800,XXX,DAY,9,9,223,4,3.429,1.869,2.875,N,,9,N,LPGS_12.8.2,FULL,38.67620584,137.28975292,TM_L1TP,TM,PREDICTIVE,6991,7691,6991,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°34'05.84"N,47°22'20.82"E,25°29'25.62"N,46°39'28.44"E,25°13'35.62"N,48°28'21.72"E,23°54'10.12"N,46°16'59.02"E,23°38'31.67"N,48°04'33.10"E,24.56829,47.37245,25.49045,46.6579,25.22656,48.4727,23.90281,46.28306,23.64213,48.07586,LT05_L1TP_165043_20000208_20161215_01_T1,LT51650432000039XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000039XXX02
LT05_L1TP_166043_20000130_20161215_01_T1,LT51660432000030XXX02,2000/01/30,LANDSAT_5,T1,1,, 166, 043,2016/12/15,2000:030:06:57:48.5385600,2000:030:06:58:15.6398800,XXX,DAY,3,3,197,4,3.996,2.719,2.929,N,,9,N,LPGS_12.8.2,FULL,36.80855564,139.68578553,TM_L1TP,TM,PREDICTIVE,7041,7741,7041,7741,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°34'20.35"N,45°49'27.30"E,25°29'40.13"N,45°06'34.85"E,25°13'50.12"N,46°55'28.34"E,23°54'24.62"N,44°44'05.35"E,23°38'46.18"N,46°31'39.65"E,24.57232,45.82425,25.49448,45.10968,25.23059,46.92454,23.90684,44.73482,23.64616,46.52768,LT05_L1TP_166043_20000130_20161215_01_T1,LT51660432000030XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000030XXX02
LT05_L1TP_165043_20000123_20161215_01_T1,LT51650432000023XXX03,2000/01/23,LANDSAT_5,T1,1,, 165, 043,2016/12/15,2000:023:06:51:53.9859400,2000:023:06:52:21.0875600,XXX,DAY,0,0,236,4,3.155,1.672,2.676,N,,9,N,LPGS_12.8.2,FULL,35.65241314,141.41324619,TM_L1TP,TM,DEFINITIVE,6991,7691,6991,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°34'39.25"N,47°20'46.50"E,25°29'59.03"N,46°37'53.94"E,25°14'08.99"N,48°26'47.72"E,23°54'43.56"N,46°15'24.41"E,23°39'05.04"N,48°02'58.92"E,24.57757,47.34625,25.49973,46.63165,25.23583,48.44659,23.9121,46.25678,23.6514,48.0497,LT05_L1TP_165043_20000123_20161215_01_T1,LT51650432000023XXX03,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000023XXX03
LT05_L1TP_166043_20000114_20170908_01_T1,LT51660432000014RSA00,2000/01/14,LANDSAT_5,T1,1,SAM, 166, 043,2017/09/08,2000:014:06:58:21.6902500,2000:014:06:58:48.7913100,RSA,DAY,2,2,177,4,4.027,2.896,2.798,N,,9,N,LPGS_12.8.4,FULL,34.60597163,143.4475188,TM_L1TP,TM,PREDICTIVE,7051,7741,7051,7741,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°34'59.95"N,45°47'11.29"E,25°30'19.76"N,45°04'18.62"E,25°14'29.65"N,46°53'12.73"E,23°55'04.26"N,44°41'48.98"E,23°39'25.74"N,46°29'23.82"E,24.58332,45.78647,25.50549,45.07184,25.24157,46.88687,23.91785,44.69694,23.65715,46.48995,LT05_L1TP_166043_20000114_20170908_01_T1,LT51660432000014RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660432000014RSA00
LT05_L1TP_165043_20000107_20161215_01_T1,LT51650432000007XXX02,2000/01/07,LANDSAT_5,T1,1,, 165, 043,2016/12/15,2000:007:06:52:17.7431900,2000:007:06:52:44.8439400,XXX,DAY,77,77,59,4,4.793,2.354,4.175,N,,9,N,LPGS_12.8.2,FULL,34.16204234,144.85957025,TM_L1TP,TM,PREDICTIVE,6991,7701,6991,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_20000101_20000331_01.03,24°34'34.46"N,47°20'41.28"E,25°29'54.24"N,46°37'48.76"E,25°14'04.20"N,48°26'42.47"E,23°54'38.74"N,46°15'19.22"E,23°39'00.25"N,48°02'53.70"E,24.57624,47.3448,25.4984,46.63021,25.2345,48.44513,23.91076,46.25534,23.65007,48.04825,LT05_L1TP_165043_20000107_20161215_01_T1,LT51650432000007XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT51650432000007XXX02
